"lang","IQ","class","GS","SES","COMB"
46,12,"17580",27,50,"1"
38,14.5,"17580",27,50,"1"
26,7,"17680",24,10,"0"
53,12.5,"17680",24,23,"0"
51,11.5,"17680",24,20,"0"
55,14,"17680",24,30,"0"
33,11,"17680",24,25,"0"
51,11,"17680",24,43,"0"
47,12.5,"17680",24,30,"0"
52,16,"17680",24,40,"0"
37,11,"17680",24,18,"0"
51,12.5,"17680",24,27,"0"
41,8,"17680",24,20,"0"
53,10.5,"17680",24,28,"0"
35,11,"17680",24,18,"0"
49,11.5,"17680",24,38,"0"
43,14.5,"17680",24,30,"0"
55,13,"17680",24,18,"0"
54,16,"17680",24,20,"0"
55,13.5,"17680",24,25,"0"
55,13.5,"17680",24,23,"0"
55,14.5,"17680",24,20,"0"
31,8.5,"17680",24,28,"0"
36,8.5,"17680",24,18,"0"
57,14.5,"17680",24,40,"0"
41,10.5,"17780",24,33,"1"
49,11.5,"17780",24,35,"1"
42,9.5,"17780",24,30,"1"
37,10.5,"17780",24,18,"1"
33,12,"17780",24,33,"1"
44,11.5,"17780",24,20,"1"
43,14,"17780",24,18,"1"
39,11.5,"17780",24,18,"1"
34,12,"17780",24,18,"1"
45,11.5,"17780",24,15,"1"
46,13.5,"17780",24,33,"1"
34,11,"17780",24,18,"1"
46,11.5,"17780",24,20,"1"
27,9.5,"17780",24,17,"1"
48,12,"17780",24,20,"1"
39,13.5,"17780",24,30,"1"
44,13,"17780",24,20,"1"
34,13,"17980",10,20,"1"
45,12,"17980",10,17,"1"
29,12,"17980",10,20,"1"
19,9.5,"17980",10,10,"1"
24,10,"17980",10,10,"1"
30,11,"17980",10,10,"1"
29,6.5,"18280",11,10,"0"
24,6.5,"18280",11,10,"0"
41,11.5,"18280",11,10,"0"
46,11,"18280",11,10,"0"
37,12,"18280",11,10,"0"
34,10.5,"18280",11,10,"0"
30,8.5,"18280",11,10,"0"
35,8.5,"18280",11,10,"0"
38,8,"18280",11,10,"0"
40,12,"18380",32,23,"0"
39,10.5,"18380",32,43,"0"
45,11,"18380",32,25,"0"
45,12,"18380",32,20,"0"
44,11.5,"18380",32,25,"0"
46,11,"18380",32,23,"0"
48,12,"18380",32,30,"0"
47,12.5,"18380",32,23,"0"
27,11.5,"18380",32,25,"0"
43,12,"18380",32,50,"0"
26,11,"18380",32,15,"0"
31,9,"18380",32,18,"0"
34,12.5,"18380",32,20,"0"
32,11.5,"18380",32,15,"0"
47,12.5,"18380",32,33,"0"
49,11,"18380",32,37,"0"
40,14,"18380",32,37,"0"
41,13,"18380",32,43,"0"
53,13.5,"18380",32,40,"0"
52,12,"18380",32,23,"0"
47,11.5,"18380",32,20,"0"
34,15,"18380",32,23,"0"
27,10.5,"18380",32,20,"0"
41,10.5,"18380",32,28,"0"
41,11.5,"18380",32,43,"0"
44,12,"18380",32,40,"0"
37,12,"18380",32,15,"0"
36,11,"18380",32,25,"0"
49,12.5,"18380",32,33,"0"
41,10,"18380",32,18,"0"
17,6,"18380",32,10,"0"
41,11,"18480",29,10,"0"
51,18,"18480",29,23,"0"
31,14.5,"18480",29,20,"0"
41,10,"18480",29,40,"0"
37,12,"18480",29,20,"0"
48,11,"18480",29,43,"0"
47,10.5,"18480",29,50,"0"
32,11,"18480",29,37,"0"
48,13,"18480",29,47,"0"
40,11.5,"18480",29,43,"0"
47,12.5,"18480",29,50,"0"
54,15.5,"18480",29,50,"0"
43,11,"18480",29,17,"0"
37,12,"18480",29,30,"0"
41,13,"18480",29,43,"0"
49,13,"18480",29,20,"0"
42,12,"18480",29,27,"0"
32,12,"18480",29,17,"0"
40,12.5,"18480",29,37,"0"
36,13,"18480",29,25,"0"
53,14.5,"18480",29,40,"0"
23,11.5,"18480",29,13,"0"
42,12.5,"18480",29,33,"0"
38,11.5,"18480",29,23,"0"
43,17,"18480",29,37,"0"
51,13,"18480",29,47,"0"
41,9.5,"18480",29,10,"0"
52,11,"18480",29,47,"0"
50,13.5,"18880",26,17,"1"
26,8.5,"18880",26,23,"1"
36,10.5,"18880",26,23,"1"
20,10.5,"18880",26,23,"1"
46,11,"18880",26,40,"1"
39,10.5,"18880",26,30,"1"
34,10.5,"18880",26,40,"1"
33,10.5,"18880",26,18,"1"
44,11.5,"18880",26,18,"1"
42,11.5,"18880",26,18,"1"
48,12,"18880",26,30,"1"
25,11.5,"18880",26,18,"1"
44,14.5,"18980",29,15,"0"
48,10.5,"18980",29,17,"0"
46,12,"18980",29,40,"0"
49,15,"18980",29,27,"0"
43,7,"18980",29,20,"0"
39,13,"18980",29,20,"0"
35,9,"18980",29,20,"0"
31,9,"18980",29,15,"0"
40,11,"18980",29,10,"0"
53,12.5,"18980",29,20,"0"
44,13,"18980",29,30,"0"
52,13,"18980",29,40,"0"
33,11,"18980",29,30,"0"
49,12,"18980",29,48,"0"
40,11,"18980",29,35,"0"
48,15,"18980",29,33,"0"
17,7,"18980",29,15,"0"
29,9.5,"19280",14,35,"1"
44,12.5,"19280",14,30,"1"
29,10,"19280",14,33,"1"
24,10.5,"19280",14,15,"1"
41,10,"19280",14,35,"1"
36,10,"19280",14,15,"1"
30,11,"19280",14,18,"1"
34,12.5,"19280",14,18,"1"
50,12.5,"19380",31,27,"1"
52,10.5,"19380",31,35,"1"
51,15,"19380",31,20,"1"
44,11.5,"19380",31,30,"1"
55,15,"19380",31,45,"1"
50,14,"19380",31,27,"1"
44,11,"19380",31,23,"1"
49,12.5,"19380",31,15,"1"
54,14,"19380",31,20,"1"
32,11.5,"19380",31,18,"1"
52,13,"19380",31,20,"1"
48,11.5,"19380",31,20,"1"
37,10.5,"19580",31,37,"1"
45,13.5,"19580",31,47,"1"
23,11,"19580",31,17,"1"
49,15.5,"19580",31,15,"1"
56,15.5,"19580",31,35,"1"
43,13,"19580",31,20,"1"
44,11.5,"19580",31,40,"1"
45,11,"19580",31,15,"1"
33,10,"19580",31,35,"1"
30,11,"19580",31,15,"1"
38,12,"19580",31,15,"1"
35,10.5,"19580",31,15,"1"
43,12,"19580",31,15,"1"
38,13,"19580",31,15,"1"
37,12.5,"19580",31,18,"1"
34,11.5,"19580",31,25,"1"
44,10,"19580",31,20,"1"
42,11,"19580",31,18,"1"
46,12,"19580",31,18,"1"
47,13,"19580",31,18,"1"
40,10.5,"19680",27,23,"0"
42,13,"19680",27,23,"0"
45,15,"19680",27,23,"0"
35,12.5,"19680",27,20,"0"
39,12,"19680",27,23,"0"
46,12,"19680",27,23,"0"
46,12.5,"19680",27,25,"0"
49,12,"19680",27,27,"0"
32,11,"19680",27,20,"0"
40,12,"19680",27,23,"0"
43,10.5,"19680",27,45,"0"
50,16,"19680",27,40,"0"
55,15,"19680",27,30,"0"
47,7.5,"19680",27,40,"0"
36,13,"19680",27,20,"0"
44,11.5,"19680",27,37,"0"
50,15.5,"19680",27,23,"0"
40,12,"19680",27,28,"0"
50,12.5,"19680",27,30,"0"
52,13.5,"19680",27,47,"0"
55,15.5,"19680",27,50,"0"
30,9.5,"19680",27,23,"0"
26,7.5,"19680",27,18,"0"
45,14,"19680",27,23,"0"
35,10.5,"19680",27,18,"0"
37,10.5,"19680",27,40,"0"
45,12.5,"19680",27,40,"0"
43,14,"19780",35,27,"1"
50,13.5,"19780",35,23,"1"
46,12.5,"19780",35,30,"1"
50,15,"19780",35,27,"1"
53,13.5,"19780",35,30,"1"
53,14.5,"19780",35,30,"1"
37,10.5,"19780",35,23,"1"
46,12,"19780",35,27,"1"
45,11.5,"19780",35,33,"1"
51,15.5,"19780",35,30,"1"
37,11.5,"19780",35,27,"1"
49,14.5,"19780",35,23,"1"
46,15,"19780",35,23,"1"
37,13,"19780",35,20,"1"
37,12,"19780",35,20,"1"
23,13,"19780",35,23,"1"
47,13.5,"19780",35,30,"1"
49,12.5,"19780",35,30,"1"
51,18,"19780",35,40,"1"
56,16.5,"19780",35,27,"1"
30,11.5,"19880",22,23,"1"
28,11,"19880",22,10,"1"
45,13.5,"19880",22,30,"1"
31,9.5,"19880",22,17,"1"
29,8.5,"19880",22,10,"1"
49,14,"19880",22,25,"1"
43,10.5,"19880",22,25,"1"
49,14.5,"19980",37,40,"0"
40,12.5,"19980",37,40,"0"
39,13,"19980",37,45,"0"
33,13,"19980",37,17,"0"
30,13.5,"19980",37,40,"0"
31,10.5,"19980",37,20,"0"
37,9,"19980",37,30,"0"
53,14,"19980",37,27,"0"
42,15,"19980",37,20,"0"
31,11.5,"19980",37,20,"0"
35,10,"19980",37,20,"0"
22,9,"19980",37,20,"0"
28,9.5,"19980",37,10,"0"
33,8.5,"19980",37,10,"0"
21,10,"19980",37,10,"0"
24,8,"19980",37,23,"0"
22,7,"19980",37,10,"0"
46,11.5,"19980",37,15,"0"
25,11,"19980",37,10,"0"
27,8.5,"19980",37,10,"0"
43,13.5,"19980",37,15,"0"
36,11,"19980",37,15,"0"
26,10,"19980",37,10,"0"
46,12.5,"19980",37,10,"0"
46,12,"19980",37,10,"0"
44,14.5,"19980",37,10,"0"
32,10.5,"19980",37,15,"0"
35,13.5,"19980",37,20,"0"
26,9,"19980",37,10,"0"
34,12,"19980",37,10,"0"
45,12,"20480",26,40,"0"
47,13,"20480",26,40,"0"
45,12.5,"20480",26,20,"0"
32,10,"20480",26,38,"0"
32,11,"20480",26,50,"0"
47,13,"20480",26,30,"0"
28,10,"20480",26,40,"0"
46,14,"20480",26,45,"0"
37,13,"20480",26,37,"0"
40,12.5,"20480",26,43,"0"
42,13.5,"20480",26,40,"0"
53,9.5,"20480",26,43,"0"
22,11,"20480",26,37,"0"
21,8.5,"20480",26,20,"0"
37,10.5,"20480",26,37,"0"
42,11,"20480",26,38,"0"
42,8.5,"20480",26,47,"0"
35,8.5,"20480",26,37,"0"
51,12.5,"20480",26,40,"0"
46,10.5,"20480",26,37,"0"
31,10.5,"20480",26,37,"0"
40,10,"20480",26,27,"0"
52,11,"20480",26,33,"0"
47,14,"20480",26,47,"0"
39,12.5,"20680",11,18,"0"
39,12,"20680",11,20,"0"
52,14,"20680",11,35,"0"
48,12,"20680",11,23,"0"
40,13,"20680",11,18,"0"
47,12.5,"20680",11,28,"0"
45,11.5,"20680",11,20,"0"
56,14.5,"20680",11,25,"0"
51,13.5,"20680",11,20,"0"
47,12.5,"20680",11,20,"0"
38,12.5,"20680",11,18,"0"
36,11,"20980",27,30,"0"
26,10.5,"20980",27,10,"0"
37,11,"20980",27,17,"0"
48,12,"20980",27,10,"0"
33,10.5,"20980",27,13,"0"
43,11.5,"20980",27,27,"0"
52,14.5,"20980",27,13,"0"
42,13,"20980",27,20,"0"
53,13,"20980",27,17,"0"
47,11,"20980",27,20,"0"
55,15,"20980",27,23,"0"
39,9.5,"20980",27,10,"0"
33,13,"20980",27,20,"0"
46,12.5,"20980",27,43,"0"
45,12.5,"20980",27,50,"0"
49,11,"20980",27,10,"0"
48,12.5,"20980",27,23,"0"
47,12.5,"20980",27,33,"0"
40,13,"20980",27,20,"0"
39,13.5,"20980",27,47,"0"
47,11.5,"20980",27,10,"0"
41,11.5,"20980",27,10,"0"
41,11.5,"20980",27,10,"0"
45,13.5,"21080",17,35,"0"
40,11.5,"21080",17,40,"0"
55,12.5,"21080",17,35,"0"
50,15.5,"21080",17,43,"0"
53,12,"21080",17,48,"0"
52,15.5,"21080",17,48,"0"
29,9,"21080",17,30,"0"
46,13.5,"21080",17,35,"0"
27,12,"21080",17,40,"0"
33,13,"21080",17,30,"0"
31,12,"21080",17,43,"0"
47,13.5,"21080",17,38,"0"
56,14.5,"21080",17,35,"0"
28,9,"21080",17,28,"0"
44,14.5,"21080",17,35,"0"
40,14.5,"21080",17,30,"0"
34,9,"21280",25,25,"0"
32,12.5,"21280",25,18,"0"
28,8.5,"21280",25,20,"0"
49,13,"21280",25,33,"0"
42,13,"21280",25,18,"0"
50,11,"21280",25,23,"0"
46,13,"21280",25,15,"0"
51,15,"21280",25,23,"0"
42,12.5,"21280",25,18,"0"
42,14.5,"21280",25,18,"0"
40,8.5,"21280",25,18,"0"
46,16.5,"21280",25,27,"0"
35,10,"21280",25,18,"0"
42,14,"21280",25,17,"0"
52,13.5,"21280",25,15,"0"
47,11.5,"21280",25,25,"0"
47,11.5,"21280",25,23,"0"
33,5.5,"21280",25,18,"0"
43,12.5,"21280",25,25,"0"
46,13,"21280",25,17,"0"
49,13.5,"21280",25,18,"0"
26,11,"21280",25,18,"0"
35,12,"21280",25,18,"0"
45,11.5,"21280",25,18,"0"
49,12,"21280",25,28,"0"
21,10,"21480",27,15,"0"
33,9,"21480",27,20,"0"
33,7,"21480",27,10,"0"
21,10,"21480",27,20,"0"
34,11.5,"21480",27,20,"0"
31,8,"21480",27,20,"0"
27,10.5,"21480",27,20,"0"
32,12,"21480",27,20,"0"
41,12,"21480",27,47,"0"
22,7,"21480",27,20,"0"
34,14,"21480",27,15,"0"
22,6,"21480",27,20,"0"
52,17,"21480",27,40,"0"
23,7,"21480",27,20,"0"
35,11.5,"21480",27,37,"0"
35,9,"21480",27,15,"0"
26,10,"21480",27,15,"0"
40,13.5,"21480",27,20,"0"
49,15.5,"21480",27,43,"0"
36,7.5,"21480",27,17,"0"
36,12.5,"21480",27,30,"0"
42,10.5,"21580",16,17,"0"
32,9,"21580",16,10,"0"
37,11,"21580",16,27,"0"
46,14.5,"21580",16,50,"0"
35,10,"21580",16,23,"0"
51,11.5,"21580",16,20,"0"
47,15.5,"21580",16,20,"0"
47,11.5,"21580",16,20,"0"
44,14,"21580",16,20,"0"
49,11.5,"21580",16,33,"0"
37,9,"21580",16,20,"0"
35,11.5,"21580",16,20,"0"
33,11.5,"21680",18,18,"1"
37,14.5,"21680",18,20,"1"
53,12,"21680",18,20,"1"
51,13.5,"21680",18,38,"1"
53,14,"21680",18,28,"1"
36,10,"21680",18,23,"1"
43,12,"21680",18,25,"1"
52,14,"21780",20,20,"0"
36,11,"21780",20,27,"0"
50,13,"21780",20,40,"0"
48,13,"21780",20,27,"0"
49,13,"21780",20,20,"0"
43,12,"21780",20,17,"0"
38,12.5,"21780",20,20,"0"
39,12,"21780",20,20,"0"
44,13.5,"21880",27,35,"0"
41,8.5,"21880",27,28,"0"
52,15,"21880",27,35,"0"
55,15.5,"21880",27,28,"0"
49,16,"21880",27,33,"0"
55,14,"21880",27,50,"0"
42,16,"21880",27,40,"0"
43,14,"21880",27,43,"0"
39,11,"21880",27,33,"0"
41,7.5,"21880",27,33,"0"
56,14.5,"21880",27,40,"0"
41,10.5,"21880",27,28,"0"
49,15,"21880",27,50,"0"
44,10.5,"21880",27,20,"0"
48,13.5,"21880",27,50,"0"
42,11.5,"21880",27,23,"0"
48,10.5,"21880",27,40,"0"
53,15,"21880",27,35,"0"
54,13,"21880",27,35,"0"
53,12.5,"21880",27,33,"0"
44,13.5,"21880",27,23,"0"
44,12.5,"21880",27,23,"0"
44,5.5,"21880",27,33,"0"
54,17.5,"21880",27,50,"0"
36,9.5,"21980",32,15,"1"
50,14.5,"21980",32,28,"1"
43,14,"21980",32,18,"1"
46,13.5,"21980",32,15,"1"
51,10,"21980",32,23,"1"
46,12.5,"21980",32,10,"1"
43,10.5,"21980",32,15,"1"
43,10.5,"21980",32,18,"1"
53,10,"21980",32,25,"1"
40,10,"21980",32,35,"1"
35,12,"21980",32,18,"1"
46,11.5,"21980",32,15,"1"
51,12.5,"21980",32,20,"1"
43,12,"21980",32,18,"1"
28,11.5,"22280",26,40,"0"
40,8.5,"22280",26,20,"0"
40,11.5,"22280",26,20,"0"
24,10.5,"22280",26,17,"0"
22,7,"22280",26,27,"0"
33,12,"22280",26,23,"0"
37,11.5,"22280",26,20,"0"
33,8,"22280",26,45,"0"
53,12.5,"22280",26,40,"0"
37,12,"22280",26,30,"0"
49,12.5,"22280",26,25,"0"
52,12.5,"22280",26,45,"0"
51,12.5,"22280",26,40,"0"
39,13,"22280",26,30,"0"
46,12,"22280",26,50,"0"
42,11,"22280",26,25,"0"
44,11,"22280",26,50,"0"
37,11,"22280",26,20,"0"
49,12.5,"22280",26,30,"0"
37,9.5,"22280",26,40,"0"
51,13,"22280",26,35,"0"
34,11,"22280",26,30,"0"
32,11,"22280",26,40,"0"
40,12.5,"22280",26,40,"0"
40,11.5,"22480",13,30,"0"
41,12.5,"22480",13,30,"0"
36,10.5,"22480",13,37,"0"
49,14,"22480",13,33,"0"
45,11,"22480",13,30,"0"
43,13.5,"22480",13,30,"0"
35,12.5,"22480",13,20,"0"
48,15,"22480",13,23,"0"
46,16.5,"22480",13,30,"0"
43,13,"22480",13,20,"0"
44,12.5,"22480",13,38,"0"
33,8.5,"22480",13,23,"0"
40,10,"22480",13,30,"0"
30,12,"22680",24,25,"1"
31,11.5,"22680",24,20,"1"
34,11.5,"22680",24,20,"1"
42,15,"22680",24,25,"1"
42,10,"22680",24,50,"1"
51,12,"22680",24,50,"1"
48,14.5,"22680",24,50,"1"
42,10,"22680",24,20,"1"
51,17.5,"22780",30,27,"0"
47,12.5,"22780",30,40,"0"
40,13,"22780",30,23,"0"
49,12,"22780",30,33,"0"
52,10.5,"22780",30,28,"0"
52,12,"22780",30,30,"0"
46,10,"22780",30,40,"0"
46,12.5,"22780",30,33,"0"
44,13,"22780",30,27,"0"
48,12.5,"22780",30,20,"0"
31,7,"22780",30,17,"0"
40,14,"22780",30,30,"0"
39,14,"22780",30,40,"0"
45,11.5,"22780",30,20,"0"
47,11,"22780",30,33,"0"
23,12,"22780",30,30,"0"
49,12.5,"22780",30,40,"0"
36,11,"22780",30,20,"0"
51,13.5,"22880",25,23,"0"
40,11,"22880",25,43,"0"
46,11.5,"22880",25,20,"0"
52,13,"22880",25,27,"0"
53,6.5,"22880",25,23,"0"
37,12,"22880",25,20,"0"
47,12.5,"22880",25,33,"0"
49,12,"22880",25,23,"0"
54,17,"22880",25,37,"0"
50,11.5,"22880",25,27,"0"
52,12.5,"22880",25,27,"0"
53,13.5,"22880",25,27,"0"
48,12,"22880",25,37,"0"
53,12,"22880",25,30,"0"
51,13.5,"22880",25,20,"0"
44,9.5,"22880",25,27,"0"
47,12.5,"22880",25,20,"0"
51,11.5,"22880",25,20,"0"
57,15.5,"22880",25,30,"0"
44,12,"22880",25,37,"0"
54,14.5,"22880",25,23,"0"
55,13,"23180",21,25,"0"
50,9.5,"23180",21,20,"0"
49,15,"23180",21,23,"0"
57,12,"23180",21,50,"0"
45,12,"23180",21,50,"0"
48,9.5,"23180",21,23,"0"
42,12.5,"23180",21,18,"0"
41,12,"23180",21,45,"0"
50,11.5,"23180",21,35,"0"
52,13.5,"23180",21,23,"0"
39,12.5,"23180",21,20,"0"
48,11.5,"23180",21,25,"0"
51,13.5,"23180",21,20,"0"
38,11,"23180",21,20,"0"
45,11,"23180",21,20,"0"
46,13,"23180",21,23,"0"
44,12,"23180",21,23,"0"
34,9.5,"23180",21,23,"0"
50,15,"23180",21,20,"0"
41,11.5,"23180",21,25,"0"
41,11,"23180",21,20,"0"
33,11,"23380",22,30,"1"
38,11.5,"23380",22,20,"1"
44,12.5,"23380",22,33,"1"
42,14.5,"23380",22,33,"1"
15,8.5,"23380",22,20,"1"
35,13,"23380",22,18,"1"
46,12.5,"23380",22,33,"1"
49,14,"23380",22,35,"1"
40,11,"23380",22,28,"1"
52,10.5,"23480",24,28,"0"
40,12,"23480",24,40,"0"
46,11,"23480",24,20,"0"
49,15.5,"23480",24,43,"0"
21,8.5,"23480",24,17,"0"
46,13,"23480",24,40,"0"
55,13.5,"23480",24,50,"0"
47,13.5,"23480",24,45,"0"
53,14,"23480",24,48,"0"
46,11,"23480",24,28,"0"
50,13.5,"23480",24,37,"0"
44,9.5,"23480",24,30,"0"
37,10.5,"23480",24,37,"0"
49,12.5,"23580",15,50,"1"
43,13.5,"23580",15,45,"1"
47,13,"23580",15,20,"1"
34,11,"23580",15,17,"1"
51,13,"23580",15,23,"1"
29,10.5,"23580",15,15,"1"
34,10.5,"23580",15,10,"1"
53,13.5,"23580",15,20,"1"
43,10,"23580",15,30,"1"
57,13,"23580",15,50,"1"
48,13,"23780",19,10,"1"
31,9,"23780",19,50,"1"
38,10,"23780",19,35,"1"
49,11,"23780",19,35,"1"
36,9.5,"23780",19,10,"1"
42,8.5,"23780",19,10,"1"
33,8,"23780",19,20,"1"
30,10,"23780",19,20,"1"
35,12.5,"23780",19,30,"1"
35,11.5,"23780",19,20,"1"
37,12,"23780",19,10,"1"
42,11.5,"23780",19,20,"1"
49,11.5,"23780",19,40,"1"
48,13,"23780",19,50,"1"
49,16.5,"23780",19,35,"1"
28,11,"24080",26,20,"1"
41,13,"24080",26,30,"1"
41,12,"24080",26,30,"1"
35,11,"24080",26,20,"1"
50,14.5,"24080",26,10,"1"
43,12.5,"24080",26,33,"1"
45,11,"24080",26,30,"1"
47,13.5,"24080",26,17,"1"
39,15,"24080",26,33,"1"
35,11.5,"24080",26,30,"1"
44,11.5,"24080",26,30,"1"
52,12,"24080",26,40,"1"
51,13.5,"24180",23,18,"0"
51,14,"24180",23,18,"0"
54,14,"24180",23,18,"0"
33,10,"24180",23,15,"0"
51,9.5,"24180",23,23,"0"
47,13,"24180",23,40,"0"
38,7,"24180",23,17,"0"
33,9.5,"24180",23,17,"0"
44,13.5,"24180",23,17,"0"
29,8.5,"24180",23,17,"0"
50,14.5,"24180",23,27,"0"
48,15.5,"24180",23,45,"0"
36,11,"24180",23,10,"0"
53,12.5,"24180",23,28,"0"
44,9,"24180",23,18,"0"
34,12,"24180",23,17,"0"
28,11,"24180",23,20,"0"
39,11,"24180",23,15,"0"
40,12.5,"24180",23,28,"0"
44,10,"24180",23,10,"0"
39,12.5,"24180",23,17,"0"
37,11,"24180",23,27,"0"
23,8,"24180",23,10,"0"
32,10,"24280",37,45,"1"
38,10,"24280",37,23,"1"
54,14.5,"24280",37,50,"1"
45,11,"24280",37,20,"1"
49,13,"24280",37,35,"1"
29,8.5,"24280",37,25,"1"
38,7,"24280",37,25,"1"
53,11.5,"24280",37,30,"1"
50,12.5,"24280",37,25,"1"
46,10,"24280",37,18,"1"
42,11.5,"24280",37,33,"1"
46,9,"24380",15,23,"1"
48,10,"24380",15,27,"1"
39,11,"24380",15,20,"1"
29,9,"24380",15,23,"1"
42,10,"24380",15,23,"1"
43,9.5,"24380",15,20,"1"
35,12.5,"24380",15,20,"1"
51,12,"24380",15,23,"1"
33,9,"24480",13,18,"0"
36,13,"24480",13,18,"0"
17,8,"24480",13,18,"0"
28,14,"24480",13,20,"0"
43,10.5,"24480",13,28,"0"
49,12.5,"24480",13,18,"0"
39,11,"24480",13,23,"0"
51,12.5,"24480",13,15,"0"
29,7,"24480",13,15,"0"
38,11.5,"24480",13,25,"0"
52,12.5,"24480",13,15,"0"
42,13.5,"24480",13,18,"0"
34,9.5,"24480",13,18,"0"
55,14.5,"24680",32,35,"1"
42,12.5,"24680",32,40,"1"
47,12.5,"24680",32,50,"1"
42,12.5,"24680",32,40,"1"
47,13,"24680",32,50,"1"
41,11,"24680",32,50,"1"
32,10.5,"24680",32,35,"1"
53,12.5,"24680",32,50,"1"
47,14,"24680",32,50,"1"
56,16.5,"24680",32,40,"1"
51,12.5,"24680",32,30,"1"
33,11,"24680",32,15,"1"
47,13.5,"24980",24,27,"0"
41,12.5,"24980",24,27,"0"
53,15.5,"24980",24,50,"0"
41,13,"24980",24,33,"0"
39,11.5,"24980",24,30,"0"
45,10,"24980",24,23,"0"
34,10.5,"24980",24,23,"0"
41,11.5,"24980",24,33,"0"
37,10.5,"24980",24,33,"0"
33,12,"24980",24,33,"0"
33,8.5,"24980",24,33,"0"
48,13.5,"24980",24,40,"0"
37,12,"24980",24,20,"0"
40,12.5,"24980",24,37,"0"
37,10.5,"24980",24,20,"0"
34,10.5,"24980",24,20,"0"
49,11.5,"24980",24,23,"0"
47,11.5,"24980",24,23,"0"
38,13,"24980",24,47,"0"
49,14.5,"24980",24,33,"0"
44,15,"24980",24,33,"0"
33,12,"24980",24,33,"0"
46,12,"24980",24,33,"0"
50,15.5,"24980",24,23,"0"
23,12.5,"25080",25,17,"1"
23,8,"25080",25,28,"1"
39,11.5,"25080",25,33,"1"
51,11.5,"25080",25,30,"1"
41,12.5,"25080",25,18,"1"
38,11,"25080",25,17,"1"
32,11,"25080",25,27,"1"
38,15.5,"25080",25,48,"1"
55,14,"25080",25,40,"1"
51,12.5,"25080",25,37,"1"
51,11.5,"25080",25,47,"1"
36,8,"25080",25,40,"1"
47,13,"25080",25,27,"1"
33,11,"25080",25,10,"1"
46,14.5,"25080",25,47,"1"
37,12.5,"25280",25,33,"0"
34,7.5,"25280",25,30,"0"
40,12.5,"25280",25,40,"0"
42,13,"25280",25,23,"0"
34,10,"25280",25,15,"0"
48,12,"25280",25,15,"0"
31,12.5,"25280",25,28,"0"
32,11,"25280",25,20,"0"
38,13.5,"25280",25,20,"0"
47,9,"25280",25,27,"0"
36,10.5,"25280",25,23,"0"
45,12,"25680",32,30,"1"
25,11,"25680",32,17,"1"
11,6,"25680",32,10,"1"
19,9.5,"25680",32,17,"1"
16,8,"25680",32,17,"1"
42,13.5,"25680",32,30,"1"
29,11,"25680",32,10,"1"
24,10,"25680",32,10,"1"
52,13.5,"25680",32,27,"1"
30,11,"25680",32,10,"1"
21,9.5,"25880",30,13,"1"
25,10,"25880",30,10,"1"
21,12.5,"25880",30,17,"1"
33,9,"25880",30,25,"1"
26,11,"25880",30,25,"1"
34,10.5,"25880",30,18,"1"
39,12,"25880",30,25,"1"
